property_id,full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,price_label,lat,long,img_url,zip_code
31807879,2605 MARK DR MESQUITE TX 75150,3,1.5,1962,1952,9052,257386,Redfin Estimate,32.7944597,-96.6402907,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2605+Mark+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=12otPnKKEsLTSCnWFyV3vqOG_MA='],75150
31838710,2800 BELHAVEN DR MESQUITE TX 75150,3,1.5,1961,1224,9479,242147,Redfin Estimate,32.7997076,-96.6421616,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2800+Belhaven+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=9xDKkcA4YvUl5B6H7V6tSlSU3N0='],75150
31821281,5334 KIAMESHA WAY  MESQUITE TX 75150,3,1.0,1955,1119,7501,222385,Redfin Estimate,32.8361494,-96.6559044,['https://ssl.cdn-redfin.com/photo/90/mbphoto/735/genMid.10868735_2.jpg'],75150
31823021,5042 KIAMESHA WAY  MESQUITE TX 75150,3,1.0,1956,1109,9775,220418,Redfin Estimate,32.832695,-96.6555226,['https://ssl.cdn-redfin.com/photo/90/mbphoto/839/genMid.11685839_2.jpg'],75150
31822850,3514 LA PRADA DR MESQUITE TX 75150,4,2.0,1959,1941,9239,253328,Redfin Estimate,32.8340495,-96.6498438,['https://ssl.cdn-redfin.com/photo/90/mbphoto/381/genMid.11067381_2.jpg'],75150
31822905,3403 CARACAS DR MESQUITE TX 75150,2,1.5,1959,978,9749,246505,Redfin Estimate,32.8313478,-96.6505592,['https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=3403+Caracas+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=GB2PuZSXLdRQC9Ogyfs1ShfHtqM='],75150
31836144,550 OXBOW ST MESQUITE TX 75149,3,2.0,1985,1440,3951,253754,Redfin Estimate,32.7614103,-96.579313,['https://ssl.cdn-redfin.com/photo/90/mbphoto/498/genMid.14400498_0.jpg'],75149
31837098,1445 SAVANNAH ST MESQUITE TX 75149,3,2.0,1988,1471,5101,276133,Redfin Estimate,32.7649859,-96.5794678,['https://ssl.cdn-redfin.com/photo/90/mbphoto/370/genMid.13815370_1.jpg'],75149
31880085,822 BIG THICKET TRL MESQUITE TX 75149,4,2.0,1996,2220,8072,331476,Redfin Estimate,32.7774631,-96.5850518,['https://ssl.cdn-redfin.com/photo/90/mbphoto/838/genMid.13691838_0.jpg'],75149
31891956,1417 MEADOWCREST DR MESQUITE TX 75149,3,2.0,1969,1893,9239,286520,Redfin Estimate,32.7828802,-96.6371311,['https://ssl.cdn-redfin.com/photo/90/mbphoto/470/genMid.14083470_2.jpg'],75149
31892014,1424 MOUNT VERNON DR MESQUITE TX 75149,3,2.5,1967,1684,6900,257659,Redfin Estimate,32.7831232,-96.6380034,['https://ssl.cdn-redfin.com/photo/90/mbphoto/766/genMid.11277766_2.jpg'],75149
31891991,2700 SYBIL CIR MESQUITE TX 75149,4,2.5,1967,2238,8738,312618,Redfin Estimate,32.7839644,-96.6377783,['https://ssl.cdn-redfin.com/photo/90/mbphoto/258/genMid.13730258_3.jpg'],75149
31911578,3923 FARRINGTON ST MESQUITE TX 75150,3,2.0,1981,1474,8847,262599,Redfin Estimate,32.8177734,-96.6165302,['https://ssl.cdn-redfin.com/photo/90/mbphoto/552/genMid.10127552_0.jpg'],75150
31911579,3927 FARRINGTON ST MESQUITE TX 75150,4,2.0,1981,2196,4556,363526,Redfin Estimate,32.8177671,-96.6168251,['https://ssl.cdn-redfin.com/photo/90/mbphoto/749/genMid.14165749_2.jpg'],75150
31897920,101 RIPPLEWOOD DR MESQUITE TX 75150,3,2.0,1983,1439,13687,275079,Redfin Estimate,32.7954516,-96.596463,['https://ssl.cdn-redfin.com/photo/90/mbphoto/036/genMid.11325036_2.jpg'],75150
31814498,4859 BEDFORD DR MESQUITE TX 75150,3,1.5,1957,1442,7074,231694,Redfin Estimate,32.8336777,-96.6443319,['https://ssl.cdn-redfin.com/photo/90/mbphoto/255/genMid.14715255_0.jpg'],75150
31814646,3051 MASON DR MESQUITE TX 75150,3,1.5,1959,1404,7048,304976,Redfin Estimate,32.8312799,-96.6464698,['https://ssl.cdn-redfin.com/photo/90/mbphoto/291/genMid.20103291_2.jpg'],75150
31858833,607 BUTTON DR MESQUITE TX 75150,3,2.0,1980,1711,7440,284765,Redfin Estimate,32.8184618,-96.6049116,['https://ssl.cdn-redfin.com/photo/90/mbphoto/534/genMid.13592534_0.jpg'],75150
31911386,623 ROSEDOWN LN MESQUITE TX 75150,3,2.0,1981,1967,7706,292386,Redfin Estimate,32.8099457,-96.606226,['https://ssl.cdn-redfin.com/photo/90/mbphoto/443/genMid.13053443_1.jpg'],75150
31913297,1514 BETTE DR MESQUITE TX 75149,3,2.0,1981,1616,7993,308231,Redfin Estimate,32.7427576,-96.5791525,['https://ssl.cdn-redfin.com/photo/90/mbphoto/830/genMid.14373830_0.jpg'],75149
31837105,1529 SAVANNAH ST MESQUITE TX 75149,3,2.0,1988,1192,3981,244283,Redfin Estimate,32.7648954,-96.5781927,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1529+Savannah+St%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=P64A3oFIIWCiIGH6ZVvItKk6FS0='],75149
31817059,1616 OXFORD PL MESQUITE TX 75149,4,2.5,1984,2198,10149,334691,Redfin Estimate,32.7880328,-96.6446666,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1616+Oxford+Pl%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=cBTwH2LAF892NqfeHUULGU_cld0='],75149
31839678,2510 LARCHMONT DR MESQUITE TX 75150,3,1.5,1963,1616,8978,275597,Redfin Estimate,32.7977299,-96.6389053,['https://ssl.cdn-redfin.com/photo/90/mbphoto/969/genMid.20319969_2.jpg'],75150
31839645,2512 NORTHVIEW DR MESQUITE TX 75150,3,1.5,1965,1523,7379,281682,Redfin Estimate,32.7969879,-96.6380697,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2512+Northview+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=iYnZkS2ahlD96_RCk0hu8BfeLW4='],75150
31851732,1916 CHIPPEWA TRL MESQUITE TX 75149,4,2.5,1992,2404,21610,403703,Redfin Estimate,32.7485664,-96.5663907,['https://ssl.cdn-redfin.com/photo/90/mbphoto/817/genMid.13402817_0.jpg'],75149
31851967,1928 BLACKFOOT TRL MESQUITE TX 75149,4,3.5,1994,3376,10877,417077,Redfin Estimate,32.7522929,-96.5698518,['https://ssl.cdn-redfin.com/photo/90/mbphoto/674/genMid.13926674_B.jpg'],75149
31872367,423 PADDY ST MESQUITE TX 75149,3,1.0,1954,1212,7148,245899,Redfin Estimate,32.7626135,-96.589539,['https://ssl.cdn-redfin.com/photo/90/mbphoto/151/genMid.14447151_6.jpg'],75149
31877825,2113 CRAWFORD DR MESQUITE TX 75149,3,2.0,2000,1446,7292,253597,Redfin Estimate,32.7472873,-96.5698518,['https://ssl.cdn-redfin.com/photo/90/mbphoto/407/genMid.20087407_5.jpg'],75149
31880020,916 JACKSONHOLE LN MESQUITE TX 75149,3,2.0,1987,2240,7819,350839,Redfin Estimate,32.7770368,-96.5894129,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=916+Jacksonhole+Ln%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=HXoDhrJOWmbbqHYQNLYtso0h0N8='],75149
31853760,1239 TOSCH LN MESQUITE TX 75149,4,2.0,1961,1514,9601,299171,Redfin Estimate,32.752294,-96.6007602,['https://ssl.cdn-redfin.com/photo/90/mbphoto/641/genMid.20058641_4.jpg'],75149
31862601,1107 CYPRESS DR MESQUITE TX 75149,3,2.0,1988,1408,9479,287696,Redfin Estimate,32.763195,-96.5846576,['https://ssl.cdn-redfin.com/photo/90/mbphoto/444/genMid.13355444_0.jpg'],75149
31877857,1427 CRAWFORD DR MESQUITE TX 75149,4,2.0,2000,2168,10851,369603,Redfin Estimate,32.7495145,-96.5742723,['https://ssl.cdn-redfin.com/photo/90/mbphoto/542/genMid.14319542_1.jpg'],75149
31860733,1106 POWELL RD MESQUITE TX 75149,2,1.0,1955,1294,6887,251718,Redfin Estimate,32.7551483,-96.6265495,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1106+Powell+Rd%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=gXSeGlAIXx1cDbUdOc1CUQT_JFQ='],75149
31850008,1219 LANEMAR DR MESQUITE TX 75149,2,1.5,1955,1009,7200,190132,Redfin Estimate,32.7808575,-96.6018867,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1219+Lanemar+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=jcO-XHxSttPNoS8JyHDPBWYKXJs='],75149
31850029,1210 GATE LANE DR MESQUITE TX 75149,2,1.0,1955,1009,6599,210127,Redfin Estimate,32.7804733,-96.603347,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1210+Gate+Lane+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=L5-iCRFcOFWdK1EG-0gr5BB_gLY='],75149
31814536,4715 BEDFORD DR MESQUITE TX 75150,3,1.0,1958,1318,6983,223345,Redfin Estimate,32.8298881,-96.6400386,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=4715+Bedford+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=YiWcpuCQdqaDNmAD288UbOGbBs4='],75150
31838434,1421 EASTERN HEIGHTS DR MESQUITE TX 75149,3,1.5,1972,1381,7200,228818,Redfin Estimate,32.7478716,-96.5824042,['https://ssl.cdn-redfin.com/photo/90/mbphoto/910/genMid.11676910_9.jpg'],75149
31838468,1429 EAST PARK DR MESQUITE TX 75149,3,1.5,1972,1176,7440,226347,Redfin Estimate,32.7474955,-96.5814509,['https://ssl.cdn-redfin.com/photo/90/mbphoto/686/genMid.13975686_0.jpg'],75149
31885405,1346 RUTHERFORD DR MESQUITE TX 75149,3,2.0,1972,1506,7200,216068,Redfin Estimate,32.7491178,-96.5776505,['https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=1346+Rutherford+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=4LBXi0H6WX0HLB37XRcJBPbZbhM='],75149
31899677,2424 CATALINA DR MESQUITE TX 75150,3,2.0,1966,1256,7327,286074,Redfin Estimate,32.7992927,-96.6484635,['https://ssl.cdn-redfin.com/photo/90/mbphoto/265/genMid.14660265_2.jpg'],75150
31901478,2230 ALOHA DR MESQUITE TX 75150,3,2.0,1967,1381,9243,257332,Redfin Estimate,32.7981627,-96.6497987,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2230+Aloha+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=T8vYK63pxnY8Vm7r3vs6beHcXiA='],75150
31901378,2205 ALOHA DR MESQUITE TX 75150,3,1.5,1966,1554,7436,258940,Redfin Estimate,32.7973346,-96.6490056,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2205+Aloha+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=JdNrTkG0VP10JPcEFWHZNnXSiho='],75150
31835744,1501 SPICEWOOD DR MESQUITE TX 75181,3,2.0,1992,1320,6665,286966,Redfin Estimate,32.7439901,-96.5428331,['https://ssl.cdn-redfin.com/photo/90/mbphoto/851/genMid.14654851_0.jpg'],75181
31885394,1604 SIERRA DR MESQUITE TX 75149,3,2.0,1969,1247,7200,242200,Redfin Estimate,32.7512406,-96.5765244,['https://ssl.cdn-redfin.com/photo/90/mbphoto/591/genMid.13374591_0.jpg'],75149
31885411,1413 RUTHERFORD DR MESQUITE TX 75149,3,2.0,1981,1548,8320,250602,Redfin Estimate,32.747906,-96.578151,['https://ssl.cdn-redfin.com/photo/90/mbphoto/461/genMid.14245461_0.jpg'],75149
31849961,1503 HANCOCK DR MESQUITE TX 75149,3,2.0,1984,1222,5406,255965,Redfin Estimate,32.7871673,-96.599592,['https://ssl.cdn-redfin.com/photo/90/mbphoto/883/genMid.14642883_4.jpg'],75149
31899765,2502 VIVA DR MESQUITE TX 75150,3,2.0,1965,1417,7327,291759,Redfin Estimate,32.7993237,-96.6468768,['https://ssl.cdn-redfin.com/photo/90/mbphoto/817/genMid.11816817_3.jpg'],75150
31899699,2404 CATALINA DR MESQUITE TX 75150,4,2.0,1965,1396,7327,271696,Redfin Estimate,32.7988082,-96.6475064,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2404+Catalina+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=cGWKGO3eSZgtUhPpgoQ80XAAKs8='],75150
31899684,2401 CATALINA DR MESQUITE TX 75150,3,2.0,1965,1594,7327,277109,Redfin Estimate,32.7983581,-96.6477177,['https://ssl.cdn-redfin.com/photo/90/mbphoto/873/genMid.20168873_0.jpg'],75150
31896071,4700 MILLRIDGE DR MESQUITE TX 75150,4,2.5,1999,2584,5981,398048,Redfin Estimate,32.8279729,-96.5988293,['https://ssl.cdn-redfin.com/photo/90/mbphoto/917/genMid.11750917_2.jpg'],75150
31838280,1301 SIERRA DR MESQUITE TX 75149,3,1.0,1961,1122,9026,240184,Redfin Estimate,32.752855,-96.5817379,['https://ssl.cdn-redfin.com/photo/90/mbphoto/280/genMid.14666280_0.jpg'],75149
31838338,1331 CALADIUM DR MESQUITE TX 75149,3,1.5,1961,1040,7562,227193,Redfin Estimate,32.7495901,-96.5801876,['https://ssl.cdn-redfin.com/photo/90/mbphoto/352/genMid.14193352_0.jpg'],75149
31833595,2304 AUSTIN DR MESQUITE TX 75181,3,2.0,1992,1758,7566,341176,Redfin Estimate,32.7409338,-96.5469201,['https://ssl.cdn-redfin.com/photo/90/mbphoto/495/genMid.13793495_1.jpg'],75181
31834260,1619 BRENWOOD DR MESQUITE TX 75181,3,2.0,1990,1682,7767,310726,Redfin Estimate,32.7449956,-96.5473675,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1619+Brenwood+Dr%2C+Mesquite%2C+TX+75181&size=665x441&source=outdoor&client=gme-redfin&signature=xS1_nZcy_jxulQ5wpwUV5dFv2eI='],75181
31849069,609 BLUEBONNET LN MESQUITE TX 75149,3,1.0,1962,1264,7802,240086,Redfin Estimate,32.7598996,-96.5813625,['https://ssl.cdn-redfin.com/photo/90/mbphoto/988/genMid.13319988_0.jpg'],75149
31826667,2321 ELKRIDGE DR MESQUITE TX 75181,3,2.0,1997,1960,7244,304696,Redfin Estimate,32.7395343,-96.5577674,['https://ssl.cdn-redfin.com/photo/90/mbphoto/690/genMid.11526690_5.jpg'],75181
31805075,3303 KENSINGTON DR MESQUITE TX 75150,3,2.0,1973,1693,8625,313889,Redfin Estimate,32.8095735,-96.6488173,['https://ssl.cdn-redfin.com/photo/90/mbphoto/895/genMid.13820895_2.jpg'],75150
31805164,3205 BERKSHIRE DR MESQUITE TX 75150,3,2.0,1972,1719,7797,293528,Redfin Estimate,32.8090639,-96.6480612,['https://ssl.cdn-redfin.com/photo/90/mbphoto/976/genMid.13614976_0.jpg'],75150
31821645,3012 KENSINGTON DR MESQUITE TX 75150,3,2.0,1977,1696,7797,339288,Redfin Estimate,32.8119642,-96.6452093,['https://ssl.cdn-redfin.com/photo/90/mbphoto/222/genMid.20023222_0.jpg'],75150
31807809,2426 MARK DR MESQUITE TX 75150,4,2.0,1963,1968,8359,271907,Redfin Estimate,32.795991,-96.637777,['https://ssl.cdn-redfin.com/photo/90/mbphoto/992/genMid.10128992_0.jpg'],75150
31838622,2805 EASTBROOK DR MESQUITE TX 75150,3,1.0,1962,1245,7562,237342,Redfin Estimate,32.79797,-96.6418276,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2805+Eastbrook+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=QX60NS-an_7tXsdHsPUb7XnIZ94='],75150
31838595,2535 LARCHMONT DR MESQUITE TX 75150,3,1.5,1963,1065,7919,213979,Redfin Estimate,32.7970825,-96.6401107,['https://ssl.cdn-redfin.com/photo/90/mbphoto/309/genMid.11219309_2.jpg'],75150
31834527,3123 GREENFIELD CT MESQUITE TX 75181,3,2.0,1993,1564,8124,271461,Redfin Estimate,32.7514535,-96.5498286,['https://ssl.cdn-redfin.com/photo/90/mbphoto/464/genMid.10264464_0.jpg'],75181
31874505,1214 MEANDERING WAY  MESQUITE TX 75150,3,2.0,1980,1670,7919,306411,Redfin Estimate,32.813541,-96.613654,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1214+Meandering+Way%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=ZqNIRPSTz3e_L5lAcBDVbPZa6rU='],75150
31843382,2020 SYCAMORE DR MESQUITE TX 75149,3,1.0,1960,912,7501,199863,Redfin Estimate,32.7413673,-96.6190842,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2020+Sycamore+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=eU5LzNjyDuV5mAOlnYnwafQCcvo='],75149
31838426,1453 EASTERN HEIGHTS DR MESQUITE TX 75149,3,2.0,1973,1240,7200,270351,Redfin Estimate,32.7465842,-96.5824874,['https://ssl.cdn-redfin.com/photo/90/mbphoto/897/genMid.20037897_1.jpg'],75149
31838494,1443 CALADIUM DR MESQUITE TX 75149,3,1.5,1972,1231,8233,225722,Redfin Estimate,32.7468722,-96.5803167,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1443+Caladium+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=-QXh2rHDSMrIjNdLFeSHqh98ks4='],75149
31838499,1431 CALADIUM DR MESQUITE TX 75149,3,2.0,1972,1265,7440,264750,Redfin Estimate,32.7473506,-96.5803134,['https://ssl.cdn-redfin.com/photo/90/mbphoto/627/genMid.13465627_1.jpg'],75149
31838548,1402 CALADIUM DR MESQUITE TX 75149,3,2.0,1972,1233,8041,257727,Redfin Estimate,32.748516,-96.579941,['https://ssl.cdn-redfin.com/photo/90/mbphoto/099/genMid.20280099_1.jpg'],75149
30735491,523 BINKLEY CT MESQUITE TX 75181,3,2.0,2003,2128,7200,336551,Redfin Estimate,32.7593261,-96.5596358,['https://ssl.cdn-redfin.com/photo/90/mbphoto/729/genMid.13705729_1.jpg'],75181
31887164,1335 HAZEL CT MESQUITE TX 75149,3,1.5,1972,1122,9113,259402,Redfin Estimate,32.7498553,-96.5769832,['https://ssl.cdn-redfin.com/photo/90/mbphoto/475/genMid.10600475_0.jpg'],75149
31895779,701 TEALWOOD DR MESQUITE TX 75181,4,2.5,1993,2524,6530,359397,Redfin Estimate,32.7309444,-96.5950863,['https://ssl.cdn-redfin.com/photo/90/mbphoto/077/genMid.14260077_0.jpg'],75181
31906681,810 SPRING MILLS RD MESQUITE TX 75181,4,2.5,1993,3231,7771,348286,Redfin Estimate,32.731823,-96.5914099,['https://ssl.cdn-redfin.com/photo/90/mbphoto/318/genMid.13910318_4.jpg'],75181
31897915,406 SOUTHERLAND AVE MESQUITE TX 75150,3,2.0,1982,1512,7244,324942,Redfin Estimate,32.7943222,-96.6016572,['https://ssl.cdn-redfin.com/photo/90/mbphoto/971/genMid.14751971_1.jpg'],75150
31897910,318 SOUTHERLAND AVE MESQUITE TX 75150,3,2.0,1983,1522,7244,332080,Redfin Estimate,32.7942916,-96.6005724,['https://ssl.cdn-redfin.com/photo/90/mbphoto/704/genMid.14719704_0.jpg'],75150
30756929,1401 BARNHART DR MESQUITE TX 75181,4,2.0,2006,2134,8394,315410,Redfin Estimate,32.7282114,-96.5819047,['https://ssl.cdn-redfin.com/photo/90/mbphoto/109/genMid.13487109_0.jpg'],75181
30756826,2501 VAL VERDE WAY  MESQUITE TX 75181,4,3.0,2006,2766,13682,380163,Redfin Estimate,32.7273549,-96.5814876,['https://ssl.cdn-redfin.com/photo/90/mbphoto/750/genMid.13505750_3.jpg'],75181
31814443,4740 SALEM DR MESQUITE TX 75150,4,3.0,1958,1383,7775,287574,Redfin Estimate,32.8316417,-96.6398638,['https://ssl.cdn-redfin.com/photo/90/mbphoto/279/genMid.14474279_0.jpg'],75150
31814685,2901 CARIBBEAN DR MESQUITE TX 75150,3,1.5,1959,1523,9056,235559,Redfin Estimate,32.8346045,-96.6453312,['https://ssl.cdn-redfin.com/photo/90/mbphoto/206/genMid.10783206_2.jpg'],75150
31814737,3200 CARIBBEAN DR MESQUITE TX 75150,2,1.0,1959,1318,7166,223354,Redfin Estimate,32.8317237,-96.6480354,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=3200+Caribbean+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=_ivgXvUjTq5gPNITT1LlTj4gUbw='],75150
31815409,3072 DOGWOOD DR MESQUITE TX 75150,3,1.5,1959,1680,11003,250885,Redfin Estimate,32.8284743,-96.6449166,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=3072+Dogwood+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=ZwGjD4efk4As1xex_U0QbBKgfNY='],75150
31823134,3346 JAMAICA WAY  MESQUITE TX 75150,3,1.5,1960,1254,8716,241541,Redfin Estimate,32.8282418,-96.6503491,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=3346+Jamaica+Way%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=R5YUQIE98MBqc5i278_yFvWUlQc='],75150
31879953,819 SUMNER DR MESQUITE TX 75149,4,3.0,1995,2557,7475,396682,Redfin Estimate,32.7761663,-96.5847111,['https://ssl.cdn-redfin.com/photo/90/mbphoto/505/genMid.13843505_0.jpg'],75149
31817549,2614 ROSEWOOD DR MESQUITE TX 75150,3,2.0,1960,1176,7200,269623,Redfin Estimate,32.8228708,-96.6331445,['https://ssl.cdn-redfin.com/photo/90/mbphoto/437/genMid.14416437_0.jpg'],75150
31854018,926 LAKESHORE DR MESQUITE TX 75149,4,2.5,1979,2262,15250,295761,Redfin Estimate,32.7560314,-96.6019075,['https://ssl.cdn-redfin.com/photo/90/mbphoto/869/genMid.11580869_4.jpg'],75149
31905033,2623 RED RIVER ST MESQUITE TX 75150,3,2.0,1983,1578,7362,275294,Redfin Estimate,32.8016377,-96.6181158,['https://ssl.cdn-redfin.com/photo/90/mbphoto/630/genMid.14445630_0.jpg'],75150
31912837,2517 INDEPENDENCE DR MESQUITE TX 75150,4,2.0,1984,1777,7139,293544,Redfin Estimate,32.7983188,-96.6156873,['https://ssl.cdn-redfin.com/photo/90/mbphoto/597/genMid.20038597_0.jpg'],75150
31848788,1026 GREEN CANYON DR MESQUITE TX 75150,3,2.0,1981,2485,11330,349822,Redfin Estimate,32.8159296,-96.6125685,['https://ssl.cdn-redfin.com/photo/90/mbphoto/224/genMid.14630224_2.jpg'],75150
31858934,425 HARDWOOD TRL MESQUITE TX 75150,4,1.5,1979,2011,7440,272093,Redfin Estimate,32.8194493,-96.6028254,['https://ssl.cdn-redfin.com/photo/90/mbphoto/576/genMid.10068576_0.jpg'],75150
31853970,801 NORTON DR MESQUITE TX 75149,4,3.0,1980,2403,9518,301980,Redfin Estimate,32.7595217,-96.6023248,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=801+Norton+Dr%2C+Mesquite%2C+TX+75149&size=665x441&source=outdoor&client=gme-redfin&signature=yp2sktxs9A8h9S4NztpbT8RzkN8='],75149
31905089,2631 RIO GRANDE PASS  MESQUITE TX 75150,4,2.0,1983,1774,7244,319189,Redfin Estimate,32.8011842,-96.6190308,['https://ssl.cdn-redfin.com/photo/90/mbphoto/788/genMid.14269788_2.jpg'],75150
31905059,2702 EAGLE PASS  MESQUITE TX 75150,3,2.0,1984,1640,7706,291489,Redfin Estimate,32.8021294,-96.6181287,['https://ssl.cdn-redfin.com/photo/90/mbphoto/755/genMid.14114755_0.jpg'],75150
31911265,1031 PHEASANT DR MESQUITE TX 75150,3,2.0,1983,1517,7222,299947,Redfin Estimate,32.8022638,-96.613858,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1031+Pheasant+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=Ow5klDJBOPt6iasxFDKrKUQBN3M='],75150
31827475,2520 CROOKED CREEK  MESQUITE TX 75181,3,2.0,1997,1696,7148,327533,Redfin Estimate,32.7487615,-96.5584683,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2520+Crooked+Crk%2C+Mesquite%2C+TX+75181&size=665x441&source=outdoor&client=gme-redfin&signature=I0XVRP0xqhFjmzCBuN0DQuHDtW4='],75181
31857362,216 ROCKCREST DR MESQUITE TX 75150,3,2.0,1979,1415,7318,265426,Redfin Estimate,32.8167848,-96.5986427,['https://ssl.cdn-redfin.com/photo/90/mbphoto/480/genMid.20351480_1.jpg'],75150
31815657,4108 OLEANDER TRL MESQUITE TX 75150,5,2.0,1962,1579,7200,264724,Redfin Estimate,32.8210213,-96.637581,['https://ssl.cdn-redfin.com/photo/90/mbphoto/447/genMid.11103447_2.jpg'],75150
31864205,901 MARLIN DR MESQUITE TX 75149,3,2.0,1992,1304,3781,263794,Redfin Estimate,32.7574276,-96.6004056,['https://ssl.cdn-redfin.com/photo/90/mbphoto/797/genMid.14619797_0.jpg'],75149
31911320,1029 FIELD TRAIL DR MESQUITE TX 75150,3,2.0,1982,1519,7131,290634,Redfin Estimate,32.8047871,-96.6142727,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1029+Field+Trail+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=rmDKJSQStAxOSwXJXhbm-PjD9LA='],75150
31911172,909 PHEASANT DR MESQUITE TX 75150,4,2.0,1983,1979,8468,317621,Redfin Estimate,32.8016672,-96.6121721,['https://ssl.cdn-redfin.com/photo/90/mbphoto/197/genMid.11926197_4.jpg'],75150
31911185,2717 FOXGLEN DR MESQUITE TX 75150,3,2.0,1983,1456,7192,285582,Redfin Estimate,32.8018001,-96.6146906,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2717+Foxglen+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=XfTJRCPh1W8HfVkgcwOl2ZuS5KY='],75150
31913047,2816 INDEPENDENCE DR MESQUITE TX 75150,3,2.0,1984,1393,7074,266476,Redfin Estimate,32.8028459,-96.6151976,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2816+Independence+Dr%2C+Mesquite%2C+TX+75150&size=665x441&source=outdoor&client=gme-redfin&signature=yI4Oqb4Oe3PSMhY06L2RrW4cMBM='],75150
